Date,Symbol,Price,Available Supply,Unlocked Supply,Founder / Team,Private Investors,Community & Other
Sep 09 2024,COMP,0,10000000.00,10000000.00,2598744.00,2396307.00,5004949.00
Sep 08 2024,COMP,0,10000000.00,10000000.00,2598744.00,2396307.00,5004949.00
Sep 08 2024,COMP,0,10000000.00,10000000.00,2598744.00,2396307.00,5004949.00
Sep 08 2024,COMP,0,10000000.00,10000000.00,2598744.00,2396307.00,5004949.00
Sep 07 2024,COMP,0,10000000.00,10000000.00,2598744.00,2396307.00,5004949.00
Sep 07 2024,COMP,0,10000000.00,10000000.00,2598744.00,2396307.00,5004949.00
Sep 07 2024,COMP,0,10000000.00,10000000.00,2598744.00,2396307.00,5004949.00
Sep 07 2024,COMP,0,10000000.00,10000000.00,2598744.00,2396307.00,5004949.00
Sep 06 2024,COMP,0,10000000.00,10000000.00,2598744.00,2396307.00,5004949.00
Sep 06 2024,COMP,0,10000000.00,10000000.00,2598744.00,2396307.00,5004949.00
Sep 06 2024,COMP,0,10000000.00,10000000.00,2598744.00,2396307.00,5004949.00
Sep 05 2024,COMP,0,10000000.00,10000000.00,2598744.00,2396307.00,5004949.00
Sep 05 2024,COMP,0,10000000.00,10000000.00,2598744.00,2396307.00,5004949.00
Sep 05 2024,COMP,0,10000000.00,10000000.00,2598744.00,2396307.00,5004949.00
Sep 04 2024,COMP,0,10000000.00,10000000.00,2598744.00,2396307.00,5004949.00
Sep 04 2024,COMP,0,10000000.00,10000000.00,2598744.00,2396307.00,5004949.00
Sep 04 2024,COMP,0,10000000.00,10000000.00,2598744.00,2396307.00,5004949.00
Sep 04 2024,COMP,0,10000000.00,10000000.00,2598744.00,2396307.00,5004949.00
Sep 03 2024,COMP,0,10000000.00,10000000.00,2598744.00,2396307.00,5004949.00
Sep 03 2024,COMP,0,10000000.00,10000000.00,2598744.00,2396307.00,5004949.00
Sep 03 2024,COMP,0,10000000.00,10000000.00,2598744.00,2396307.00,5004949.00
Sep 02 2024,COMP,0,10000000.00,10000000.00,2598744.00,2396307.00,5004949.00
Sep 02 2024,COMP,0,10000000.00,10000000.00,2598744.00,2396307.00,5004949.00
Sep 02 2024,COMP,0,10000000.00,10000000.00,2598744.00,2396307.00,5004949.00
Sep 01 2024,COMP,0,10000000.00,10000000.00,2598744.00,2396307.00,5004949.00
Sep 01 2024,COMP,0,10000000.00,10000000.00,2598744.00,2396307.00,5004949.00
Sep 01 2024,COMP,0,10000000.00,10000000.00,2598744.00,2396307.00,5004949.00
Sep 01 2024,COMP,0,10000000.00,10000000.00,2598744.00,2396307.00,5004949.00
Aug 31 2024,COMP,0,10000000.00,10000000.00,2598744.00,2396307.00,5004949.00
Aug 31 2024,COMP,0,10000000.00,10000000.00,2598744.00,2396307.00,5004949.00
Aug 31 2024,COMP,0,10000000.00,10000000.00,2598744.00,2396307.00,5004949.00
Aug 30 2024,COMP,0,10000000.00,10000000.00,2598744.00,2396307.00,5004949.00
Aug 30 2024,COMP,0,10000000.00,10000000.00,2598744.00,2396307.00,5004949.00
Aug 30 2024,COMP,0,10000000.00,10000000.00,2598744.00,2396307.00,5004949.00
Aug 29 2024,COMP,0,10000000.00,10000000.00,2598744.00,2396307.00,5004949.00
Aug 29 2024,COMP,0,10000000.00,10000000.00,2598744.00,2396307.00,5004949.00
Aug 29 2024,COMP,0,10000000.00,10000000.00,2598744.00,2396307.00,5004949.00
Aug 29 2024,COMP,0,10000000.00,10000000.00,2598744.00,2396307.00,5004949.00
Aug 28 2024,COMP,0,10000000.00,10000000.00,2598744.00,2396307.00,5004949.00
Aug 28 2024,COMP,0,10000000.00,10000000.00,2598744.00,2396307.00,5004949.00
Aug 28 2024,COMP,0,10000000.00,10000000.00,2598744.00,2396307.00,5004949.00
Aug 27 2024,COMP,0,10000000.00,10000000.00,2598744.00,2396307.00,5004949.00
Aug 27 2024,COMP,0,10000000.00,10000000.00,2598744.00,2396307.00,5004949.00
Aug 27 2024,COMP,0,10000000.00,10000000.00,2598744.00,2396307.00,5004949.00
Aug 26 2024,COMP,0,10000000.00,10000000.00,2598744.00,2396307.00,5004949.00
Aug 26 2024,COMP,0,10000000.00,10000000.00,2598744.00,2396307.00,5004949.00
Aug 26 2024,COMP,0,10000000.00,10000000.00,2598744.00,2396307.00,5004949.00
Aug 25 2024,COMP,0,10000000.00,10000000.00,2598744.00,2396307.00,5004949.00
Aug 25 2024,COMP,0,10000000.00,10000000.00,2598744.00,2396307.00,5004949.00
Aug 25 2024,COMP,0,10000000.00,10000000.00,2598744.00,2396307.00,5004949.00
Aug 25 2024,COMP,0,10000000.00,10000000.00,2598744.00,2396307.00,5004949.00
Aug 24 2024,COMP,0,10000000.00,10000000.00,2598744.00,2396307.00,5004949.00
Aug 24 2024,COMP,0,10000000.00,10000000.00,2598744.00,2396307.00,5004949.00
Aug 24 2024,COMP,0,10000000.00,10000000.00,2598744.00,2396307.00,5004949.00
Aug 23 2024,COMP,0,10000000.00,10000000.00,2598744.00,2396307.00,5004949.00
Aug 23 2024,COMP,0,10000000.00,10000000.00,2598744.00,2396307.00,5004949.00
Aug 23 2024,COMP,0,10000000.00,10000000.00,2598744.00,2396307.00,5004949.00
Aug 22 2024,COMP,0,10000000.00,10000000.00,2598744.00,2396307.00,5004949.00
Aug 22 2024,COMP,0,10000000.00,10000000.00,2598744.00,2396307.00,5004949.00
Aug 22 2024,COMP,0,10000000.00,10000000.00,2598744.00,2396307.00,5004949.00
Aug 22 2024,COMP,0,10000000.00,10000000.00,2598744.00,2396307.00,5004949.00
Aug 21 2024,COMP,0,10000000.00,10000000.00,2598744.00,2396307.00,5004949.00
Aug 21 2024,COMP,0,10000000.00,10000000.00,2598744.00,2396307.00,5004949.00
Aug 21 2024,COMP,0,10000000.00,10000000.00,2598744.00,2396307.00,5004949.00
Aug 20 2024,COMP,0,10000000.00,10000000.00,2598744.00,2396307.00,5004949.00
Aug 20 2024,COMP,0,10000000.00,10000000.00,2598744.00,2396307.00,5004949.00
Aug 20 2024,COMP,0,10000000.00,10000000.00,2598744.00,2396307.00,5004949.00
Aug 19 2024,COMP,0,10000000.00,10000000.00,2598744.00,2396307.00,5004949.00
Aug 19 2024,COMP,0,10000000.00,10000000.00,2598744.00,2396307.00,5004949.00
Aug 19 2024,COMP,0,10000000.00,10000000.00,2598744.00,2396307.00,5004949.00
Aug 19 2024,COMP,0,10000000.00,10000000.00,2598744.00,2396307.00,5004949.00
Aug 18 2024,COMP,0,10000000.00,10000000.00,2598744.00,2396307.00,5004949.00
Aug 18 2024,COMP,0,10000000.00,10000000.00,2598744.00,2396307.00,5004949.00
Aug 18 2024,COMP,0,10000000.00,10000000.00,2598744.00,2396307.00,5004949.00
Aug 17 2024,COMP,0,10000000.00,10000000.00,2598744.00,2396307.00,5004949.00
Aug 17 2024,COMP,0,10000000.00,10000000.00,2598744.00,2396307.00,5004949.00
Aug 17 2024,COMP,0,10000000.00,10000000.00,2598744.00,2396307.00,5004949.00
Aug 16 2024,COMP,0,10000000.00,10000000.00,2598744.00,2396307.00,5004949.00
Aug 16 2024,COMP,0,10000000.00,10000000.00,2598744.00,2396307.00,5004949.00
Aug 16 2024,COMP,0,10000000.00,10000000.00,2598744.00,2396307.00,5004949.00
Aug 16 2024,COMP,0,10000000.00,10000000.00,2598744.00,2396307.00,5004949.00
Aug 15 2024,COMP,0,10000000.00,10000000.00,2598744.00,2396307.00,5004949.00
Aug 15 2024,COMP,0,10000000.00,10000000.00,2598744.00,2396307.00,5004949.00
Aug 15 2024,COMP,0,10000000.00,10000000.00,2598744.00,2396307.00,5004949.00
Aug 14 2024,COMP,0,10000000.00,10000000.00,2598744.00,2396307.00,5004949.00
Aug 14 2024,COMP,0,10000000.00,10000000.00,2598744.00,2396307.00,5004949.00
Aug 14 2024,COMP,0,10000000.00,10000000.00,2598744.00,2396307.00,5004949.00
Aug 13 2024,COMP,0,10000000.00,10000000.00,2598744.00,2396307.00,5004949.00
Aug 13 2024,COMP,0,10000000.00,10000000.00,2598744.00,2396307.00,5004949.00
Aug 13 2024,COMP,0,10000000.00,10000000.00,2598744.00,2396307.00,5004949.00
Aug 13 2024,COMP,0,10000000.00,10000000.00,2598744.00,2396307.00,5004949.00
Aug 12 2024,COMP,0,10000000.00,10000000.00,2598744.00,2396307.00,5004949.00
Aug 12 2024,COMP,0,10000000.00,10000000.00,2598744.00,2396307.00,5004949.00
Aug 12 2024,COMP,0,10000000.00,10000000.00,2598744.00,2396307.00,5004949.00
Aug 11 2024,COMP,0,10000000.00,10000000.00,2598744.00,2396307.00,5004949.00
Aug 11 2024,COMP,0,10000000.00,10000000.00,2598744.00,2396307.00,5004949.00
Aug 11 2024,COMP,0,10000000.00,10000000.00,2598744.00,2396307.00,5004949.00
Aug 10 2024,COMP,0,10000000.00,10000000.00,2598744.00,2396307.00,5004949.00
Aug 10 2024,COMP,0,10000000.00,10000000.00,2598744.00,2396307.00,5004949.00
Aug 10 2024,COMP,0,10000000.00,10000000.00,2598744.00,2396307.00,5004949.00
Aug 09 2024,COMP,0,10000000.00,10000000.00,2598744.00,2396307.00,5004949.00
Aug 09 2024,COMP,0,10000000.00,10000000.00,2598744.00,2396307.00,5004949.00
Aug 09 2024,COMP,0,10000000.00,10000000.00,2598744.00,2396307.00,5004949.00
Aug 09 2024,COMP,0,10000000.00,10000000.00,2598744.00,2396307.00,5004949.00
Aug 08 2024,COMP,0,10000000.00,10000000.00,2598744.00,2396307.00,5004949.00
Aug 08 2024,COMP,0,10000000.00,10000000.00,2598744.00,2396307.00,5004949.00
Aug 08 2024,COMP,0,10000000.00,10000000.00,2598744.00,2396307.00,5004949.00
Aug 07 2024,COMP,0,10000000.00,10000000.00,2598744.00,2396307.00,5004949.00
Aug 07 2024,COMP,0,10000000.00,10000000.00,2598744.00,2396307.00,5004949.00
Aug 07 2024,COMP,0,10000000.00,10000000.00,2598744.00,2396307.00,5004949.00
Aug 06 2024,COMP,0,10000000.00,10000000.00,2598744.00,2396307.00,5004949.00
Aug 06 2024,COMP,0,10000000.00,10000000.00,2598744.00,2396307.00,5004949.00
Aug 06 2024,COMP,0,10000000.00,10000000.00,2598744.00,2396307.00,5004949.00
Aug 06 2024,COMP,0,10000000.00,10000000.00,2598744.00,2396307.00,5004949.00
Aug 05 2024,COMP,0,10000000.00,10000000.00,2598744.00,2396307.00,5004949.00
Aug 05 2024,COMP,0,10000000.00,10000000.00,2598744.00,2396307.00,5004949.00
Aug 05 2024,COMP,0,10000000.00,10000000.00,2598744.00,2396307.00,5004949.00
Aug 04 2024,COMP,0,10000000.00,10000000.00,2598744.00,2396307.00,5004949.00
Aug 04 2024,COMP,0,10000000.00,10000000.00,2598744.00,2396307.00,5004949.00
Aug 04 2024,COMP,0,10000000.00,10000000.00,2598744.00,2396307.00,5004949.00
Aug 03 2024,COMP,0,10000000.00,10000000.00,2598744.00,2396307.00,5004949.00
Aug 03 2024,COMP,0,10000000.00,10000000.00,2598744.00,2396307.00,5004949.00
Aug 03 2024,COMP,0,10000000.00,10000000.00,2598744.00,2396307.00,5004949.00
Aug 03 2024,COMP,0,10000000.00,10000000.00,2598744.00,2396307.00,5004949.00
Aug 02 2024,COMP,0,10000000.00,10000000.00,2598744.00,2396307.00,5004949.00
Aug 02 2024,COMP,0,10000000.00,10000000.00,2598744.00,2396307.00,5004949.00
Aug 02 2024,COMP,0,10000000.00,10000000.00,2598744.00,2396307.00,5004949.00
Aug 01 2024,COMP,0,10000000.00,10000000.00,2598744.00,2396307.00,5004949.00
Aug 01 2024,COMP,0,10000000.00,10000000.00,2598744.00,2396307.00,5004949.00
Aug 01 2024,COMP,0,10000000.00,10000000.00,2598744.00,2396307.00,5004949.00
Jul 31 2024,COMP,0,10000000.00,10000000.00,2598744.00,2396307.00,5004949.00
Jul 31 2024,COMP,0,10000000.00,10000000.00,2598744.00,2396307.00,5004949.00
Jul 31 2024,COMP,0,10000000.00,10000000.00,2598744.00,2396307.00,5004949.00
Jul 31 2024,COMP,0,10000000.00,10000000.00,2598744.00,2396307.00,5004949.00
Jul 30 2024,COMP,0,10000000.00,10000000.00,2598744.00,2396307.00,5004949.00
Jul 30 2024,COMP,0,10000000.00,10000000.00,2598744.00,2396307.00,5004949.00
Jul 30 2024,COMP,0,10000000.00,10000000.00,2598744.00,2396307.00,5004949.00
Jul 29 2024,COMP,0,10000000.00,10000000.00,2598744.00,2396307.00,5004949.00
Jul 29 2024,COMP,0,10000000.00,10000000.00,2598744.00,2396307.00,5004949.00
Jul 29 2024,COMP,0,10000000.00,10000000.00,2598744.00,2396307.00,5004949.00
Jul 28 2024,COMP,0,10000000.00,10000000.00,2598744.00,2396307.00,5004949.00
Jul 28 2024,COMP,0,10000000.00,10000000.00,2598744.00,2396307.00,5004949.00
Jul 28 2024,COMP,0,10000000.00,10000000.00,2598744.00,2396307.00,5004949.00
Jul 28 2024,COMP,0,10000000.00,10000000.00,2598744.00,2396307.00,5004949.00
Jul 27 2024,COMP,0,10000000.00,10000000.00,2598744.00,2396307.00,5004949.00
Jul 27 2024,COMP,0,10000000.00,10000000.00,2598744.00,2396307.00,5004949.00
Jul 27 2024,COMP,0,10000000.00,10000000.00,2598744.00,2396307.00,5004949.00
Jul 26 2024,COMP,0,10000000.00,10000000.00,2598744.00,2396307.00,5004949.00
Jul 26 2024,COMP,0,10000000.00,10000000.00,2598744.00,2396307.00,5004949.00
Jul 26 2024,COMP,0,10000000.00,10000000.00,2598744.00,2396307.00,5004949.00
Jul 25 2024,COMP,0,10000000.00,10000000.00,2598744.00,2396307.00,5004949.00
Jul 25 2024,COMP,0,10000000.00,10000000.00,2598744.00,2396307.00,5004949.00
Jul 25 2024,COMP,0,10000000.00,10000000.00,2598744.00,2396307.00,5004949.00
Jul 25 2024,COMP,0,10000000.00,10000000.00,2598744.00,2396307.00,5004949.00
Jul 24 2024,COMP,0,10000000.00,10000000.00,2598744.00,2396307.00,5004949.00
Jul 24 2024,COMP,0,10000000.00,10000000.00,2598744.00,2396307.00,5004949.00
Jul 24 2024,COMP,0,10000000.00,10000000.00,2598744.00,2396307.00,5004949.00
Jul 23 2024,COMP,0,10000000.00,10000000.00,2598744.00,2396307.00,5004949.00
Jul 23 2024,COMP,0,10000000.00,10000000.00,2598744.00,2396307.00,5004949.00
Jul 23 2024,COMP,0,10000000.00,10000000.00,2598744.00,2396307.00,5004949.00
Jul 22 2024,COMP,0,10000000.00,10000000.00,2598744.00,2396307.00,5004949.00
Jul 22 2024,COMP,0,10000000.00,10000000.00,2598744.00,2396307.00,5004949.00
Jul 22 2024,COMP,0,10000000.00,10000000.00,2598744.00,2396307.00,5004949.00
Jul 21 2024,COMP,0,10000000.00,10000000.00,2598744.00,2396307.00,5004949.00
Jul 21 2024,COMP,0,10000000.00,10000000.00,2598744.00,2396307.00,5004949.00
Jul 21 2024,COMP,0,10000000.00,10000000.00,2598744.00,2396307.00,5004949.00
Jul 21 2024,COMP,0,10000000.00,10000000.00,2598744.00,2396307.00,5004949.00
Jul 20 2024,COMP,0,10000000.00,10000000.00,2598744.00,2396307.00,5004949.00
Jul 20 2024,COMP,0,10000000.00,10000000.00,2598744.00,2396307.00,5004949.00
Jul 20 2024,COMP,0,10000000.00,10000000.00,2598744.00,2396307.00,5004949.00
Jul 19 2024,COMP,0,10000000.00,10000000.00,2598744.00,2396307.00,5004949.00
Jul 19 2024,COMP,0,10000000.00,10000000.00,2598744.00,2396307.00,5004949.00
Jul 19 2024,COMP,0,10000000.00,10000000.00,2598744.00,2396307.00,5004949.00
Jul 18 2024,COMP,0,10000000.00,10000000.00,2598744.00,2396307.00,5004949.00
Jul 18 2024,COMP,0,10000000.00,10000000.00,2598744.00,2396307.00,5004949.00
Jul 18 2024,COMP,0,10000000.00,10000000.00,2598744.00,2396307.00,5004949.00
Jul 18 2024,COMP,0,10000000.00,10000000.00,2598744.00,2396307.00,5004949.00
Jul 17 2024,COMP,0,10000000.00,10000000.00,2598744.00,2396307.00,5004949.00
Jul 17 2024,COMP,0,10000000.00,10000000.00,2598744.00,2396307.00,5004949.00
Jul 17 2024,COMP,0,10000000.00,10000000.00,2598744.00,2396307.00,5004949.00
Jul 16 2024,COMP,0,10000000.00,10000000.00,2598744.00,2396307.00,5004949.00
Jul 16 2024,COMP,0,10000000.00,10000000.00,2598744.00,2396307.00,5004949.00
Jul 16 2024,COMP,0,10000000.00,10000000.00,2598744.00,2396307.00,5004949.00
Jul 15 2024,COMP,0,10000000.00,10000000.00,2598744.00,2396307.00,5004949.00
Jul 15 2024,COMP,0,10000000.00,10000000.00,2598744.00,2396307.00,5004949.00
Jul 15 2024,COMP,0,10000000.00,10000000.00,2598744.00,2396307.00,5004949.00
Jul 15 2024,COMP,0,10000000.00,10000000.00,2598744.00,2396307.00,5004949.00
Jul 14 2024,COMP,0,10000000.00,10000000.00,2598744.00,2396307.00,5004949.00
Jul 14 2024,COMP,0,10000000.00,10000000.00,2598744.00,2396307.00,5004949.00
Jul 14 2024,COMP,0,10000000.00,10000000.00,2598744.00,2396307.00,5004949.00
Jul 13 2024,COMP,0,10000000.00,10000000.00,2598744.00,2396307.00,5004949.00
Jul 13 2024,COMP,0,10000000.00,10000000.00,2598744.00,2396307.00,5004949.00
Jul 13 2024,COMP,0,10000000.00,10000000.00,2598744.00,2396307.00,5004949.00
Jul 12 2024,COMP,0,10000000.00,10000000.00,2598744.00,2396307.00,5004949.00
Jul 12 2024,COMP,0,10000000.00,10000000.00,2598744.00,2396307.00,5004949.00
Jul 12 2024,COMP,0,10000000.00,10000000.00,2598744.00,2396307.00,5004949.00
Jul 12 2024,COMP,0,10000000.00,10000000.00,2598744.00,2396307.00,5004949.00
Jul 11 2024,COMP,0,10000000.00,10000000.00,2598744.00,2396307.00,5004949.00
Jul 11 2024,COMP,0,10000000.00,10000000.00,2598744.00,2396307.00,5004949.00
Jul 11 2024,COMP,0,10000000.00,10000000.00,2598744.00,2396307.00,5004949.00
Jul 10 2024,COMP,0,10000000.00,10000000.00,2598744.00,2396307.00,5004949.00
Jul 10 2024,COMP,0,10000000.00,10000000.00,2598744.00,2396307.00,5004949.00
Jul 10 2024,COMP,0,10000000.00,10000000.00,2598744.00,2396307.00,5004949.00
Jul 09 2024,COMP,0,10000000.00,10000000.00,2598744.00,2396307.00,5004949.00
Jul 09 2024,COMP,0,10000000.00,10000000.00,2598744.00,2396307.00,5004949.00
Jul 09 2024,COMP,0,10000000.00,10000000.00,2598744.00,2396307.00,5004949.00
Jul 09 2024,COMP,0,10000000.00,10000000.00,2598744.00,2396307.00,5004949.00
Jul 08 2024,COMP,0,10000000.00,10000000.00,2598744.00,2396307.00,5004949.00
Jul 08 2024,COMP,0,10000000.00,10000000.00,2598744.00,2396307.00,5004949.00
Jul 08 2024,COMP,0,10000000.00,10000000.00,2598744.00,2396307.00,5004949.00
Jul 07 2024,COMP,0,10000000.00,10000000.00,2598744.00,2396307.00,5004949.00
Jul 07 2024,COMP,0,10000000.00,10000000.00,2598744.00,2396307.00,5004949.00
Jul 07 2024,COMP,0,10000000.00,10000000.00,2598744.00,2396307.00,5004949.00
Jul 06 2024,COMP,0,10000000.00,10000000.00,2598744.00,2396307.00,5004949.00
Jul 06 2024,COMP,0,10000000.00,10000000.00,2598744.00,2396307.00,5004949.00
Jul 06 2024,COMP,0,10000000.00,10000000.00,2598744.00,2396307.00,5004949.00
Jul 05 2024,COMP,0,10000000.00,10000000.00,2598744.00,2396307.00,5004949.00
Jul 05 2024,COMP,0,10000000.00,10000000.00,2598744.00,2396307.00,5004949.00
Jul 05 2024,COMP,0,10000000.00,10000000.00,2598744.00,2396307.00,5004949.00
Jul 05 2024,COMP,0,10000000.00,10000000.00,2598744.00,2396307.00,5004949.00
Jul 04 2024,COMP,0,10000000.00,10000000.00,2598744.00,2396307.00,5004949.00
Jul 04 2024,COMP,0,10000000.00,10000000.00,2598744.00,2396307.00,5004949.00
Jul 04 2024,COMP,0,10000000.00,10000000.00,2598744.00,2396307.00,5004949.00
Jul 03 2024,COMP,0,10000000.00,10000000.00,2598744.00,2396307.00,5004949.00
Jul 03 2024,COMP,0,10000000.00,10000000.00,2598744.00,2396307.00,5004949.00
Jul 03 2024,COMP,0,10000000.00,10000000.00,2598744.00,2396307.00,5004949.00
Jul 02 2024,COMP,0,10000000.00,10000000.00,2598744.00,2396307.00,5004949.00
Jul 02 2024,COMP,0,10000000.00,10000000.00,2598744.00,2396307.00,5004949.00
Jul 02 2024,COMP,0,10000000.00,10000000.00,2598744.00,2396307.00,5004949.00
Jul 02 2024,COMP,0,10000000.00,10000000.00,2598744.00,2396307.00,5004949.00
Jul 01 2024,COMP,0,10000000.00,10000000.00,2598744.00,2396307.00,5004949.00
Jul 01 2024,COMP,0,10000000.00,10000000.00,2598744.00,2396307.00,5004949.00
Jul 01 2024,COMP,0,10000000.00,10000000.00,2598744.00,2396307.00,5004949.00
Jun 30 2024,COMP,0,10000000.00,10000000.00,2598744.00,2396307.00,5004949.00
Jun 30 2024,COMP,0,10000000.00,10000000.00,2598744.00,2396307.00,5004949.00
Jun 30 2024,COMP,0,10000000.00,10000000.00,2598744.00,2396307.00,5004949.00
Jun 29 2024,COMP,0,10000000.00,10000000.00,2598744.00,2396307.00,5004949.00
Jun 29 2024,COMP,0,10000000.00,10000000.00,2598744.00,2396307.00,5004949.00
Jun 29 2024,COMP,0,10000000.00,10000000.00,2598744.00,2396307.00,5004949.00
Jun 29 2024,COMP,0,10000000.00,10000000.00,2598744.00,2396307.00,5004949.00
Jun 28 2024,COMP,0,10000000.00,10000000.00,2598744.00,2396307.00,5004949.00
Jun 28 2024,COMP,0,10000000.00,10000000.00,2598744.00,2396307.00,5004949.00
Jun 28 2024,COMP,0,10000000.00,10000000.00,2598744.00,2396307.00,5004949.00
Jun 27 2024,COMP,0,10000000.00,10000000.00,2598744.00,2396307.00,5004949.00
Jun 27 2024,COMP,0,10000000.00,10000000.00,2598744.00,2396307.00,5004949.00
Jun 27 2024,COMP,0,10000000.00,10000000.00,2598744.00,2396307.00,5004949.00
Jun 26 2024,COMP,0,10000000.00,10000000.00,2598744.00,2396307.00,5004949.00
Jun 26 2024,COMP,0,10000000.00,10000000.00,2598744.00,2396307.00,5004949.00
Jun 26 2024,COMP,0,10000000.00,10000000.00,2598744.00,2396307.00,5004949.00
Jun 26 2024,COMP,0,10000000.00,10000000.00,2598744.00,2396307.00,5004949.00
Jun 25 2024,COMP,0,10000000.00,10000000.00,2598744.00,2396307.00,5004949.00
Jun 25 2024,COMP,0,10000000.00,10000000.00,2598744.00,2396307.00,5004949.00
Jun 25 2024,COMP,0,10000000.00,10000000.00,2598744.00,2396307.00,5004949.00
Jun 24 2024,COMP,0,10000000.00,10000000.00,2598744.00,2396307.00,5004949.00
Jun 24 2024,COMP,0,10000000.00,10000000.00,2598744.00,2396307.00,5004949.00
Jun 24 2024,COMP,0,10000000.00,10000000.00,2598744.00,2396307.00,5004949.00
Jun 23 2024,COMP,0,10000000.00,10000000.00,2598744.00,2396307.00,5004949.00
Jun 23 2024,COMP,0,10000000.00,10000000.00,2598744.00,2396307.00,5004949.00
Jun 23 2024,COMP,0,10000000.00,10000000.00,2598744.00,2396307.00,5004949.00
Jun 23 2024,COMP,0,10000000.00,10000000.00,2598744.00,2396307.00,5004949.00
Jun 22 2024,COMP,0,10000000.00,10000000.00,2598744.00,2396307.00,5004949.00
Jun 22 2024,COMP,0,10000000.00,10000000.00,2598744.00,2396307.00,5004949.00
Jun 22 2024,COMP,0,10000000.00,10000000.00,2598744.00,2396307.00,5004949.00
Jun 21 2024,COMP,0,10000000.00,10000000.00,2598744.00,2396307.00,5004949.00
Jun 21 2024,COMP,0,10000000.00,10000000.00,2598744.00,2396307.00,5004949.00
Jun 21 2024,COMP,0,10000000.00,10000000.00,2598744.00,2396307.00,5004949.00
Jun 20 2024,COMP,0,10000000.00,10000000.00,2598744.00,2396307.00,5004949.00
Jun 20 2024,COMP,0,10000000.00,10000000.00,2598744.00,2396307.00,5004949.00
Jun 20 2024,COMP,0,10000000.00,10000000.00,2598744.00,2396307.00,5004949.00
Jun 20 2024,COMP,0,10000000.00,10000000.00,2598744.00,2396307.00,5004949.00
Jun 19 2024,COMP,0,10000000.00,10000000.00,2598744.00,2396307.00,5004949.00
Jun 19 2024,COMP,0,10000000.00,10000000.00,2598744.00,2396307.00,5004949.00
Jun 19 2024,COMP,0,10000000.00,10000000.00,2598744.00,2396307.00,5004949.00
Jun 18 2024,COMP,0,10000000.00,10000000.00,2598744.00,2396307.00,5004949.00
Jun 18 2024,COMP,0,10000000.00,10000000.00,2598744.00,2396307.00,5004949.00
Jun 18 2024,COMP,0,10000000.00,10000000.00,2598744.00,2396307.00,5004949.00
Jun 17 2024,COMP,0,10000000.00,10000000.00,2598744.00,2396307.00,5004949.00
Jun 17 2024,COMP,0,10000000.00,10000000.00,2598744.00,2396307.00,5004949.00
Jun 17 2024,COMP,0,10000000.00,10000000.00,2598744.00,2396307.00,5004949.00
Jun 16 2024,COMP,0,10000000.00,10000000.00,2598744.00,2396307.00,5004949.00
Jun 16 2024,COMP,0,10000000.00,10000000.00,2598744.00,2396307.00,5004949.00
Jun 16 2024,COMP,0,10000000.00,10000000.00,2598744.00,2396307.00,5004949.00
Jun 16 2024,COMP,0,10000000.00,10000000.00,2598744.00,2396307.00,5004949.00
Jun 15 2024,COMP,0,10000000.00,10000000.00,2598744.00,2396307.00,5004949.00
Jun 15 2024,COMP,0,10000000.00,10000000.00,2598744.00,2396307.00,5004949.00
Jun 15 2024,COMP,0,10000000.00,10000000.00,2598744.00,2396307.00,5004949.00
Jun 14 2024,COMP,0,9997104.76,9997104.76,2598744.00,2396307.00,5002053.76
Jun 14 2024,COMP,0,9997104.76,9997104.76,2598744.00,2396307.00,5002053.76
